Intensity,Wavelength(Ams),Spectrum,Reference
70,6606.37,Pm I,RCWM80
500,6608.947,Pu I,BFG84
40   P,6610.56,N  II,M75a
140,6616.67,Pr I,MCS75
50,6617.26,Sr I,MCS75
70,6619.66,I  I,KC59
1000,6622.83,Cf I,RCWM80
500,6624.292,Cu II,R69
80   w,6625.23,Pm I,RCWM80
50,6627.23,Rn I,R33
2,6628.66,Cs I,EW70
1000,6631.26,Cf I,RCWM80
700   c,6631.62,Br I,T63
8,6638.221,Ar II,N73
7,6639.740,Ar II,N73
1000,6640.17,Cm I,WHGC76
500,6641.396,Cu II,R69
15,6643.698,Ar II,N73
25,6645.11,Eu II,MCS75
90,6646.57,Cs II,S81
70,6649.81,Pm I,RCWM80
15,6652.0927,Ne I,SS04
400,6659.05,Pm II,RCWM80
"250   P,c",6660.20,Pb II,WRSH74
"13   c,w",6660.84,Nb I,MCS75
50,6661.68,Pm I,RCWM80
8,6666.359,Ar II,N73
80   c,6667.51,Pm I,RCWM80
10,6667.82,Yb I,MT78
15,6668.92,Xe I,HM33
50,6675.270,Ba I,KL99
3,6677.282,Ar I,N73
70   h,6677.47,Pm I,RCWM80
1000,6677.90,Cf I,RCWM80
200   P,6678.1517,He I,M02
50,6678.2762,Ne I,SS04
250,6682.28,Br I,T63
12,6684.293,Ar II,N73
50,6685.55,Pm I,RCWM80
50,6685.68,Pm I,RCWM80
1000,6686.87,Cm I,WHGC76
15,6687.571,Y  I,P77
20,6690.481,F  I,L49
"200   P,l",6691.27,Ac I,MFT57
130,6692.13,Br I,T63
50   P,6693.842,Ba I,KL99
100,6694.32,Xe II,H39
40,6696.015,Al I,KM91b
10,6699.2296,Kr I,K93
60,6700.33,Pm I,RCWM80
90,6704.272,Ce I,BWCC91
1000   P,6706.85,Cm I,WHGC76
500   P,6707.775,Li I,REB95
1000   P,6707.926,Li I,REB95
7,6710.42,Pt I,MCS75
70,6714.67,Pm I,RCWM80
7,6717.0430,Ne I,SS04
50,6717.26,Pm I,RCWM80
600,6717.685,Ca I,R68
50,6720.71,Pm I,RCWM80
50   c,6723.28,Cs I,S81
100,6724.47,Cs II,S81
500,6725.78,Cd II,SP49
1000,6726.68,Cm I,WHGC76
70,6727.50,Pm I,RCWM80
20,6728.01,Xe I,HM33
60,6743.71,Pm I,RCWM80
90   c,6747.09,Pr I,MCS75
90,6749.91,Pm I,RCWM80
90,6750.48,Pm I,RCWM80
70,6751.81,Rn I,R33
4,6752.834,Ar I,N73
40,6757.16,S  I,KM93
13,6760.02,Pt I,MCS75
300,6772.29,Pm II,RCWM80
70,6773.984,F  I,L49
30   l,6775.07,Rb II,R75
50,6788.71,Xe II,H39
30,6790.37,Xe II,H39
30   P,6791.05,Sr I,MCS75
300   h,6792.75,Pa I,BW92b
1000,6793.15,Cm I,WHGC76
20,6793.704,Y  I,P77
25,6794.58,Tb II,MCS75
"140   c,w",6798.60,Pr I,MCS75
40   P,6799.60,Yb I,MT78
13,6802.72,Eu I,MCS75
300,6805.74,Xe II,H39
500   h,6809.196,Bi II,DLW02
200,6812.57,I  II,MC60
3,6824.65,Cs I,EW70
30,6826.913,U  I,PKE80
20,6827.32,Xe I,HM33
80,6833.30,Pm I,RCWM80
90,6834.264,F  I,L49
40,6842.60,Pt I,MCS75
30   P,6844.186,Sn II,B64
500   P,6856.030,F  I,L49
7,6861.269,Ar II,N73
30,6864.54,Eu I,MCS75
9,6865.686,Ba I,KL99
80,6866.23,Ta I,MCS75
3,6867.48,He I,M60a
80,6870.215,F  I,L49
5,6870.45,Cs I,EW70
4,6871.289,Ar I,N73
10,6872.11,Xe I,HM33
70   P,6878.38,Sr I,MCS75
30,6882.16,Xe I,HM33
800   P,6887.710,Pu I,BFG84
"20   P,w",6891.56,In II,PC38
20   P,6892.59,Sr I,MCS75
1000,6894.59,Cf I,RCWM80
150   P,6902.475,F  I,L49
15,6904.6788,Kr I,K93
60,6909.816,F  I,L49
25,6910.22,Xe II,H39
800,6911.08,K  I,R56
80,6924.813,Ce I,BWCC91
10,6925.53,Xe I,HM33
1000   P,6927.10,Cf II,RCWM80
1000   P,6929.4673,Ne I,SS04
"300   P,s",6930.31,Np I,FTBC76
500,6936.28,K  I,R56
1,6937.664,Ar I,N73
800,6938.77,K  I,R56
250   h,6942.11,Xe II,H39
1000   P,6945.72,Pa I,BW92b
400,6955.50,Cs II,S81
50   s,6955.58,Am I,FT57
300,6960.09,Pa I,BW92b
300   h,6961.78,Pa I,BW92b
300,6964.18,K  I,R56
500,6964.67,K  I,R56
300   P,6965.431,Ar I,N73
40,6966.349,F  I,L49
"1000   P,s",6972.09,Np I,FTBC76
80,6973.30,Cs I,K62b
10,6976.18,Xe I,HM33
150,6979.67,Cs II,S81
200,6980.22,Ra I,R34b
10,6982.749,Be I,KM97
15,6983.49,Cs I,K62b
80,6986.015,Ce I,BWCC91
90   P,6989.6553,Th I,PE83
700,6990.88,Xe II,H39
300   s,6992.73,Pa I,BW92b
150,7002.23,O  I,M75b
40,7003.567,Si I,RA65
130,7005.19,Br I,T63
40,7005.883,Si I,RA65
300,7024.0504,Ne I,SS04
4,7030.251,Ar I,N73
800   P,7032.4131,Ne I,SS04
60,7034.903,Si I,RA65
500   P,7037.469,F  I,L49
11,7040.20,Eu I,MCS75
1000   l,7040.85,Bk I,WC78
20,7051.2923,Ne I,SS04
700   P,7055.42,Rn I,R33
100,7059.1074,Ne I,SS04
200   P,7059.943,Ba I,KL99
10,7061.75,Ce II,C73
300,7062.065,Se I,E72
100   P,7065.1771,He I,M02
60   P,7065.2153,He I,M02
20   P,7065.7086,He I,M02
300   P,7067.218,Ar I,N73
3,7068.736,Ar I,N73
80   P,7070.10,Sr I,MCS75
1000   l,7074.52,Cf I,RCWM80
300,7076.27,Pa I,BW92b
6,7077.10,Eu II,MCS75
25,7081.90,Hg I,F54
50,7082.15,Xe II,H39
10,7086.35,Ce II,C73
150   P,7097.727,Zr I,J98
300   h,7100.94,Pa I,BW92b
80,7102.922,Zr I,J98
1,7107.478,Ar I,N73
1000,7107.85,Bk I,WC78
13,7113.73,Pt I,MCS75
"1000   P,s",7114.89,Pa I,BW92b
200,7118.50,Ra I,R34b
50,7119.60,Xe I,HM33
30,7120.331,Ba I,KL99
1,7125.820,Ar I,N73
300   P,7127.890,F  I,L49
250,7131.81,Hf I,MCS75
500   P,7141.21,Ra I,R34b
30,7147.042,Ar I,N73
15   s,7147.50,Xe II,H39
700,7148.147,Ca I,R68
70,7149.03,Xe II,H39
130   w,7149.54,Cs II,S81
1000   P,7162.69,Cm I,WHGC76
150,7164.83,Xe II,H39
50,7165.545,Si I,RA65
50,7168.8952,Th I,PE83
150   P,7169.092,Zr I,J98
300   h,7171.55,Pa I,BW92b
800   P,7173.9381,Ne I,SS04
,7179.866,Fr I,ABDJ90
130,7179.90,F  II,P69
"20   P,w",7182.89,In II,PC38
20,7190.776,Sn II,B64
100,7193.60,Pb II,S75
10,7194.81,Eu II,MCS75
9,7195.230,Ba I,KL99
600,7202.194,Ca I,R68
150   P,7202.360,F  I,L49
2,7206.980,Ar I,N73
60,7208.0063,Th I,PE83
10,7209.134,Be I,KM97
30,7209.434,Ti I,F91
130   h,7211.79,F  II,P69
80,7213.13,Kr II,DHM33
150,7213.200,Ne II,P71
10,7217.55,Eu II,MCS75
15,7224.104,Kr I,KH69
200,7225.16,Ra I,R34b
300,7227.13,Pa I,BW92b
13,7228.53,Cs I,EW70
4,7228.965,Pb I,WA68
400   P,7231.32,C  II,MG93
150,7235.188,Ne II,P71
500   P,7236.42,C  II,MG93
300   P,7237.10,Hf I,MCS75
200,7240.87,Hf I,MCS75
800   P,7245.1666,Ne I,SS04
40,7250.625,Si I,RA65
1000,7252.50,Bk I,WC78
90,7252.710,Ce I,BWCC91
130,7254.15,O  I,M75b
150,7254.45,O  I,M75b
40,7256.620,Cl I,RK69
500,7258.049,Pu I,BFG84
300   P,7268.11,Rn I,R33
60,7272.936,Ar I,N73
40,7275.294,Si I,RA65
12   c,7276.5,In II,PC38
2,7279.90,Cs I,EW70
20,7279.96,Cs I,EW70
1   l,7279.997,Rb I,B59
150   P,7280.296,Ba I,KL99
50,7281.35,He I,M60a
30,7284.34,Xe II,H39
13,7287.258,Kr I,KH69
100   P,7289.1730,Si I,MKMD94
130,7289.78,Kr II,DHM33
300   P,7290.40,Ac I,MFT57
70,7291.00,Rn I,R33
9,7301.17,Eu II,MCS75
70,7301.80,Xe II,H39
1000,7306.94,Bk I,WC78
1000   s,7307.90,Cf I,RCWM80
40,7309.41,Sr I,MCS75
150   P,7311.019,F  I,L49
1,7311.716,Ar I,N73
1,7316.005,Ar I,N73
300,7318.79,Pa I,BW92b
700,7326.146,Ca I,R68
50,7331.957,F  I,L49
"150   c,w",7334.18,La I,MCS75
70,7339.30,Xe II,H39
150,7343.945,Ne II,P71
500,7345.670,Cd I,BA56
6,7346.508,Hg II,SR01
130   P,7348.51,Br I,T63
20   c,7350.6,In II,PC38
2,7353.293,Ar I,N73
"1000   P,l",7368.25,Pa I,BW92b
12,7370.22,Eu II,MCS75
6,7372.118,Ar I,N73
7,7380.426,Ar II,N73
300,7383.980,Ar I,N73
10,7386.00,Xe I,HM33
2,7387.685,Mg I,KM91a
15,7392.405,Ba I,KL99
1,7392.980,Ar I,N73
15,7393.79,Xe I,HM33
1000,7394.26,Bk I,WC78
90,7397.764,Ce I,BWCC91
100   P,7398.688,F  I,L49
6,7400.22,Cr I,K53
70,7402.06,I  I,KC59
700,7404.354,Cu II,R69
90   P,7405.7740,Si I,MKMD94
130,7407.02,Kr II,DHM33
2,7408.173,Rb I,B59
50,7409.082,Si I,RA65
25,7414.114,Cl I,RK69
60,7415.946,Si I,RA65
100   P,7423.497,Si I,RA65
150,7423.64,N  I,M75a
10,7425.541,Kr I,KH69
40,7425.645,F  I,L49
5,7426.57,Eu II,MCS75
40,7428.9405,Th I,PE83
1,7435.368,Ar I,N73
70,7435.78,Kr II,DHM33
200   P,7442.29,N  I,M75a
1000   P,7450.00,Rn I,R33
60,7452.49,Tc I,BMC67
8,7462.35,Cr I,K53
200   P,7468.31,N  I,M75a
70,7468.99,I  I,KC59
9,7469.51,Er I,MCS75
300   h,7471.89,Pa I,BW92b
30,7472.4386,Ne I,SS04
50,7478.7691,Zn II,GL00
20,7482.723,F  I,L49
15,7486.862,Kr I,KH69
25,7488.075,Ba I,KL99
300,7488.8712,Ne I,SS04
25,7489.155,F  I,L49
100,7492.102,Ne II,P71
"1000   P,h",7493.15,Pa I,BW92b
600   P,7503.869,Ar I,N73
50,7510.728,Au I,ED71
500   P,7512.96,Br I,T63
400,7514.652,Ar I,N73
150,7522.818,Ne II,P71
100,7524.46,Kr II,DHM33
300,7535.7741,Ne I,SS04
120,7539.23,La I,MCS75
80,7540.26,Tc I,BMC67
130,7544.0443,Ne I,SS04
60   P,7547.072,Cl I,RK69
100,7548.45,Xe II,H39
50,7552.235,F  I,L49
15,7555.09,Ho I,MCS75
300   h,7558.26,Pa I,BW92b
14,7558.33,Tm I,SMC73
50,7558.97,Pb II,S75
500,7572.923,Pu I,BFG84
50,7573.384,F  I,L49
150   P,7578.909,S  II,KM93
15,7583.91,Eu I,MCS75
20,7584.68,Xe I,HM33
150,7587.4136,Kr I,K93
60,7588.4648,Zn II,GL00
300,7601.304,Ca II,R68
300,7601.5457,Kr I,K93
70,7607.170,F  I,L49
"1000   P,h",7608.20,Pa I,BW92b
40   c,7608.90,Cs I,K62b
25,7618.57,Xe II,H39
2   l,7618.933,Rb I,B59
150,7624.40,Hf I,MCS75
1000   P,7626.79,Pa I,BW92b
120   P,7629.740,S  II,KM93
50,7632.56,Pb II,S75
700   P,7635.106,Ar I,N73
"1000   P,s",7635.18,Pa I,BW92b
50,7641.16,Kr II,DHM33
50,7642.02,Xe I,HM33
10,7643.91,Xe I,HM33
50,7647.3794,Th I,PE83
500,7652.333,Cu II,R69
3,7657.603,Mg I,KM91a
3,7659.152,Mg I,KM91a
3,7659.902,Mg I,KM91a
700,7664.648,Cu II,R69
1000   P,7664.8991,K  I,E99
1000   P,7669.34,Pa I,BW92b
70,7670.66,Xe II,H39
80   P,7672.085,Ba I,KL99
12,7672.419,Cl I,RK69
300,7679.20,Pa I,BW92b
150,7685.2459,Kr I,K93
30   P,7687.772,Ag I,PZ01
2,7691.550,Mg I,KM91a
200,7694.5401,Kr I,K93
1000   P,7698.9645,K  I,E99
40   P,7699.49,Yb I,MT78
40,7717.581,Cl I,RK69
1000   P,7720.47,Cm I,WHGC76
400,7723.761,Ar I,N73
300,7724.207,Ar I,N73
1,7724.6233,Ne I,SS04
40,7732.4886,Zn II,GL00
"300   P,l",7735.14,Np I,FTBC76
80,7735.69,Kr II,DHM33
12   c,7740.7,In II,PC38
120,7740.738,Ne II,P71
15,7741.425,Sn II,B64
50   P,7744.970,Cl I,RK69
70,7746.64,Rn I,R33
25,7746.827,Kr I,KH69
"1000   P,h",7749.19,Pa I,BW92b
200   P,7754.696,F  I,L49
3,7757.651,Rb I,B59
1,7759.436,Rb I,B59
"300   P,l",7765.75,Np I,FTBC76
11,7769.163,Cl I,RK69
300   P,7771.94,O  I,M75b
250   P,7774.17,O  I,M75b
250   P,7775.39,O  I,M75b
500,7778.738,Cu II,R69
50,7780.478,Ba I,KL99
20,7787.04,Xe II,H39
"300   P,l",7791.38,Np I,FTBC76
800,7792.26,Ga II,IL85
80   c,7793.04,Tc I,BMC67
150   P,7800.212,F  I,L49
"1000   c,P",7800.27,Rb I,J61b
10,7802.65,Xe I,HM33
400   P,7803.02,Br I,T63
500,7805.184,Cu II,R69
1000,7807.659,Cu II,R69
1,7809.78,Na I,R56
300   P,7809.82,Rn I,R33
1,7816.15,He I,M60a
80,7817.72,Tc I,BMC67
11,7821.363,Cl I,RK69
700,7825.654,Cu II,R69
8,7830.746,Cl I,RK69
30,7836.134,Al I,KM91b
200,7838.12,Ra I,R34b
2,7839.0529,Ne I,SS04
140,7845.35,Hf I,MCS75
50,7848.80,Si II,S61b
70,7849.72,Si II,S61b
25,7852.52,Cs II,S81
130,7854.8234,Kr I,K93
200   l,7866.10,Ac I,MFT57
300,7872.95,Pa I,BW92b
12,7877.054,Mg II,KM91a
15,7878.215,Cl I,RK69
10,7881.32,Xe I,HM33
30,7887.40,Xe I,HM33
13,7896.366,Mg II,KM91a
12,7899.310,Cl I,RK69
500,7902.553,Cu II,R69
1000   s,7903.90,Bk I,WC78
25,7905.747,Ba I,KL99
12,7911.329,Ba I,KL99
30,7913.4251,Kr I,K93
9,7915.084,Cl I,RK69
100,7923.90,S  I,KM93
15,7924.645,Cl I,RK69
120,7926.201,Ne II,P71
3,7927.1177,Ne I,SS04
30,7928.5988,Kr I,K93
25,7932.349,Si I,RA65
150,7933.13,Cu I,S48
70,7933.22,Kr II,DHM33
10,7933.894,Cl I,RK69
8,7935.012,Cl I,RK69
13,7936.9961,Ne I,SS04
"400   P,c",7938.68,Br I,T63
80,7943.1814,Ne I,SS04
50,7943.88,Cs I,K62b
30,7944.001,Si I,RA65
250   P,7944.555,Hg II,SR01
300   l,7945.56,Pa I,BW92b
"500   c,P",7947.60,Rb I,J61b
600   P,7948.176,Ar I,N73
200,7955.37,K  I,R56
150,7956.83,K  I,R56
250,7962.62,Po I,C66a
50,7967.34,Xe I,HM33
80   P,7967.371,S  II,KM93
40,7973.62,Kr II,DHM33
130,7978.57,Br I,T63
40,7978.9731,Th I,PE83
15,7982.401,Kr I,KH69
800,7988.163,Cu II,R69
400,7989.94,Br I,T63
110,7994.73,Hf I,MCS75
200,7997.44,Cs II,S81
14,7997.854,Cl I,RK69
300,8000.96,Se I,RG34
600   P,8006.157,Ar I,N73
20,8012.98,Cs II,S81
700   P,8014.786,Ar I,N73
11,8015.611,Cl I,RK69
60,8015.73,Cs I,EW70
80,8016.01,F  II,P69
250   P,8019.70,Ra II,R34a
9,8025.57,Ce II,C73
10,8029.67,Xe I,HM33
1000   P,8039.34,Pa I,BW92b
130   P,8043.74,I  I,KC59
80   c,8047.13,Cs II,S81
70,8049.00,Rn I,R33
20,8057.26,Xe I,HM33
250,8059.5048,Kr I,K93
15,8061.34,Xe I,HM33
250   P,8070.099,Zr I,J98
300,8078.11,K  I,R56
8,8078.94,Cs I,EW70
70,8079.04,Cs I,EW70
250,8079.62,K  I,R56
60,8082.4580,Ne I,SS04
100,8084.345,Ne II,P71
8,8084.508,Cl I,RK69
11,8085.562,Cl I,RK69
100,8086.05,La I,MCS75
15,8086.672,Cl I,RK69
200,8092.63,Cu I,S48
150,8096.75,Ni II,S70
300   P,8099.51,Rn I,R33
"1000   P,h",8099.84,Pa I,BW92b
10,8101.98,Xe I,HM33
600   P,8103.693,Ar I,N73
700   P,8104.3655,Kr I,K93
1000   P,8112.9012,Kr I,K93
20,8114.030,Sn I,B64
1000   P,8115.311,Ar I,N73
40,8118.5492,Ne I,SS04
60,8120.367,Ce I,BWCC91
120,8121.48,Ni II,S70
150   P,8126.232,Li I,REB95
300   P,8126.453,Li I,REB95
12,8128.9108,Ne I,SS04
6,8129.26,F  I,L49
400,8131.52,Br I,T63
10,8132.967,Kr I,KH69
110,8132.984,Zr I,J98
170,8136.4054,Ne I,SS04
1000   P,8141.29,Cf I,RCWM80
50   h,8151.80,Xe II,H39
130,8153.75,Br I,T63
300,8154.00,Br I,T63
,8169.418,Fr I,ABDJ90
10,8171.02,Xe I,HM33
6,8179.339,F  I,L49
60   P,8183.256,Na I,R56
90,8184.87,N  I,M75a
90,8188.02,N  I,M75a
500   P,8190.0566,Kr I,K93
12,8194.420,Cl I,RK69
10   P,8194.790,Na I,R56
110   P,8194.824,Na I,R56
1000   P,8199.04,Pa I,BW92b
11,8199.128,Cl I,RK69
11,8200.21,Cl I,RK69
400,8201.720,Ca II,ER56
70,8202.72,Kr II,DHM33
70,8206.34,Xe I,HM33
9,8210.239,Ba I,KL99
90   P,8212.038,Cl I,RK69
30,8212.57,Tb I,MCS75
80,8212.571,Zr I,J98
3,8213.034,Mg I,KM91a
10,8213.987,Mg II,KM91a
25,8214.726,F  I,L49
140,8216.34,N  I,M75a
13,8218.365,Kr I,KH69
15,8220.445,Cl I,RK69
100   P,8221.742,Cl I,RK69
130,8221.82,O  I,M75b
90,8223.14,N  I,M75a
7,8224.74,Pt I,MCS75
13   c,8227.0,In II,PC38
30,8230.773,F  I,L49
1000   P,8231.635,Xe I,HP70b
11,8234.636,Mg II,KM91a
50,8240.05,I  I,KC59
1000,8241.77,Cf II,RCWM80
90,8242.39,N  I,M75a
500,8248.797,Ca II,ER56
400,8250.18,K  I,R56
300,8251.74,K  I,R56
4   P,8254.070,Be I,KM97
30,8259.3790,Ne I,SS04
500   P,8263.2426,Kr I,K93
300,8264.522,Ar I,N73
100,8264.807,Ne II,P71
200,8264.96,Br I,T63
70,8266.0772,Ne I,SS04
50,8266.52,Xe I,HM33
10,8267.1162,Ne I,SS04
300   P,8270.96,Rn I,R33
1000   P,8271.87,Pa I,BW92b
15,8272.353,Kr I,KH69
"1000   P,c",8272.44,Br I,T63
50   P,8273.509,Ag I,PZ01
700   P,8280.117,Xe I,HP70b
250,8281.0522,Kr I,K93
500,8283.160,Cu II,R69
800   P,8298.1099,Kr I,K93
20,8298.581,F  I,L49
300,8300.3258,Ne I,SS04
500,8309.602,Pu I,BFG84
120   P,8314.594,S  II,KM93
100,8314.995,Ne II,P71
120,8324.69,La I,MCS75
50,8330.4494,Th I,PE83
90   P,8333.307,Cl I,RK69
1000,8333.85,Cf II,RCWM80
250,8334.70,Br I,T63
250   P,8335.15,C  I,J66
"300   P,l",8339.12,Np I,FTBC76
130   P,8343.70,Br I,T63
2,8346.120,Mg I,KM91a
130,8346.53,La I,MCS75
200,8346.823,Xe I,HP70b
30,8347.24,Xe II,H39
300   s,8358.98,Pa I,BW92b
2,8361.69,He I,M60a
50,8365.7466,Ne I,SS04
300   s,8369.60,Pa I,BW92b
100,8372.106,Ne II,P71
1000   P,8372.88,Np I,FTBC76
500   P,8375.94,Cl I,RK69
800   P,8377.6080,Ne I,SS04
120,8390.22,K  I,R56
,8391.44,K  I,R56
1,8392.27,Ar I,M73
1000   P,8392.37,Cm I,WHGC76
130   c,8393.30,I  I,KC59
50,8395.68,Pb II,WRSH74
400,8408.210,Ar I,N73
200,8409.191,Xe I,HP70b
15,8412.430,Kr I,KH69
30,8417.1606,Ne I,SS04
80,8417.54,K  I,R56
250,8418.4274,Ne I,SS04
40,8420.00,K  I,R56
20,8422.624,Sn I,B64
1000,8423.49,Cf II,RCWM80
600,8424.648,Ar I,N73
20,8426.504,Ti I,F91
80   P,8428.254,Cl I,RK69
60,8434.959,Ti I,F91
30,8435.648,Ti I,F91
30,8438.74,N  II,M75a
300   h,8441.04,Pa I,BW92b
250   P,8446.25,O  I,M75b
300   P,8446.36,O  I,M75b
500   P,8446.55,Br I,T63
300   P,8446.76,O  I,M75b
40,8463.3575,Ne I,SS04
11,8467.341,Cl I,RK69
13,8484.4435,Ne I,SS04
700,8495.3598,Ne I,SS04
50,8495.829,Ce I,BWCC91
600,8498.018,Ca II,ER56
400,8503.45,K  I,R56
400,8505.11,K  I,R56
500   P,8508.8728,Kr I,K93
500,8511.061,Cu II,R69
15   h,8515.19,Xe II,H39
70,8520.95,Rn I,R33
"1000   P,c",8521.13,Cs I,EJN64
400,8521.442,Ar I,N73
1000   P,8529.96,Np I,FTBC76
300,8532.,Bi II,CM34
"1000   P,h",8532.66,Pa I,BW92b
700   P,8542.089,Ca II,ER56
15,8544.6958,Ne I,SS04
90,8545.44,La I,MCS75
11,8550.438,Cl I,RK69
30,8552.531,Sn I,B64
25,8556.7803,Si I,BE93
60   P,8559.998,Ba I,KL99
120,8567.74,N  I,M75a
1000,8568.83,Cf II,RCWM80
30,8571.3524,Ne I,SS04
"1000   P,s",8572.96,Pa I,BW92b
100   P,8575.24,Cl I,RK69
20,8576.01,Xe I,HM33
400   P,8585.97,Cl I,RK69
400,8591.2584,Ne I,SS04
140,8594.00,N  I,M75a
300   P,8600.07,Rn I,R33
20,8603.96,Rb II,R75
15   h,8604.23,Xe II,H39
25,8607.950,U  I,PKE80
15,8608.31,Cs II,S81
150,8629.24,N  I,M75a
1000   P,8630.189,Pu I,BFG84
350,8634.6470,Ne I,SS04
250,8638.66,Br I,T63
300   h,8639.91,Pa I,BW92b
60,8647.0411,Ne I,SS04
25,8648.54,Xe I,HM33
1,8649.92,Na I,R56
1,8650.89,Na I,R56
300   h,8653.51,Pa I,BW92b
600   P,8654.3831,Ne I,SS04
80,8655.5220,Ne I,SS04
120,8655.89,N  I,M75a
700   P,8662.140,Ca II,ER56
130,8667.944,Ar I,N73
100,8668.256,Ne II,P71
50,8675.83,Rn I,R33
130,8679.4925,Ne I,SS04
150   P,8680.28,N  I,M75a
150,8681.9211,Ne I,SS04
150   P,8683.40,N  I,M75a
120,8686.15,N  I,M75a
20,8686.26,Cl I,RK69
4,8688.91,Sr II,NOL73
7,8691.282,U  I,PKE80
10,8692.20,Xe I,HM33
40,8694.71,S  I,KM93
300   s,8696.23,Np I,FTBC76
20,8696.86,Xe I,HM33
120,8703.25,N  I,M75a
30,8704.1116,Ne I,SS04
140,8711.70,N  I,M75a
2,8712.689,Mg I,KM91a
15   h,8716.19,Xe II,H39
2,8717.825,Mg I,KM91a
120,8718.83,N  I,M75a
10,8734.980,Mg II,KM91a
1000   P,8735.27,Pa I,BW92b
3,8736.021,Mg I,KM91a
30,8739.39,Xe I,HM33
30,8741.529,P  I,S80
11,8745.663,Mg II,KM91a
9,8757.760,U  I,PKE80
120,8758.183,Te I,MV75
10,8758.20,Xe I,HM33
"250   P,c",8761.41,Cs I,EJN64
150,8763.96,K  I,R56
25,8764.110,Kr I,KH69
120,8767.05,K  I,R56
100,8771.6563,Ne I,SS04
7,8771.860,Ar II,N73
40,8772.866,Al I,KM91b
50,8773.896,Al I,KM91b
1000   P,8776.7505,Kr I,K93
600   P,8780.6226,Ne I,SS04
400   P,8783.7533,Ne I,SS04
130   c,8793.47,Br I,T63
5,8801.370,Be I,KM97
2,8806.757,Mg I,KM91a
500   P,8819.411,Xe I,HP70b
200,8819.96,Br I,T63
10,8824.318,Mg II,KM91a
300,8825.22,Br I,T63
6,8830.9072,Ne I,SS04
11,8835.080,Mg II,KM91a
5,8849.91,Ar I,M73
300,8853.8668,Ne I,SS04
40,8857.50,I  I,KC59
30,8862.32,Xe I,HM33
20,8865.3063,Ne I,SS04
150,8865.7552,Ne I,SS04
400,8897.62,Br I,T63
500,8902.19,K  I,R56
500,8904.02,K  I,R56
300   s,8906.02,Np I,FTBC76
20,8908.73,Xe I,HM33
400,8912.07,Ca II,ER56
11,8912.921,Cl I,RK69
8,8915.013,Ba I,KL99
300,8918.86,Se I,MV74
60,8919.5006,Ne I,SS04
4   h,8922.56,Yb II,M67
200,8923.31,K  I,R56
3,8923.569,Mg I,KM91a
150,8925.44,K  I,R56
500,8927.36,Ca II,ER56
300,8928.6934,Kr I,K93
20,8930.83,Xe I,HM33
300,8942.70,Np I,FTBC76
"1000   P,c",8943.47,Cs I,EJN64
15,8948.063,Cl I,RK69
100,8952.252,Xe I,HP70b
70   P,8967.6403,Th I,PE83
10,8981.05,Xe I,HM33
20,8987.57,Xe I,HM33
20,8988.5564,Ne I,SS04
300   s,9004.75,Np I,FTBC76
300   l,9006.31,Np I,FTBC76
"1000   P,l",9016.18,Np I,FTBC76
70,9022.40,I  I,KC59
10,9038.982,Cl I,RK69
12,9045.433,Cl I,RK69
40,9045.45,Xe I,HM33
40,9048.2501,Th I,PE83
50,9050.82,Pb II,WRSH74
200   P,9058.33,I  I,KC59
2,9063.27,He I,M60a
50,9063.43,Pb II,WRSH74
10,9073.166,Cl I,RK69
1,9075.394,Ar I,N73
100,9079.462,Ne II,P71
220,9094.83,C  I,J66
150,9111.80,C  I,J66
150,9113.91,I  I,KC59
40,9121.146,Cl I,RK69
1000   P,9122.967,Ar I,N73
700,9130.,Tl II,ES36
1,9130.5,Tl I,MM52
300   l,9141.30,Np I,FTBC76
120,9148.6716,Ne I,SS04
1,9153.88,Na I,R56
50,9162.65,Xe I,HM33
400,9166.06,Br I,T63
10,9167.52,Xe I,HM33
300   P,9172.32,Cs I,EJN64
200,9173.63,Br I,T63
250,9178.16,Br I,T63
15,9191.731,Cl I,RK69
50,9193.85,P  I,S80
15,9194.638,Ar I,N73
90,9201.7591,Ne I,SS04
90,9208.53,Cs I,EJN64
2,9210.34,He I,M60a
150   P,9212.865,S  I,KM93
12   w,9213.0,In II,PC38
500,9213.900,Ca II,R68
14,9218.250,Mg II,KM91a
60,9220.0601,Ne I,SS04
30   c,9220.75,Cs II,S81
20,9221.5801,Ne I,SS04
400,9224.499,Ar I,N73
20,9226.6903,Ne I,SS04
100   P,9228.092,S  I,KM93
1000   l,9228.52,Cf I,RCWM80
80   P,9237.538,S  I,KM93
150,9238.48,Kr II,DHM33
13,9244.265,Mg II,KM91a
2,9246.499,Mg I,KM91a
5,9255.778,Mg I,KM91a
150,9260.81,O  I,M75b
150,9260.84,O  I,M75b
150,9260.94,O  I,M75b
130,9262.58,O  I,M75b
200,9262.67,O  I,M75b
200,9262.77,O  I,M75b
500,9265.42,Br I,T63
150,9265.94,O  I,M75b
200   P,9266.01,O  I,M75b
9,9275.5196,Ne I,SS04
30,9278.88,P  I,S80
200,9287.563,Ne II,P71
20,9288.856,Cl I,RK69
11,9291.531,Ar I,N73
"150   h,l",9293.82,Kr II,DHM33
80,9300.8527,Ne I,SS04
70,9304.94,P  I,S80
8,9310.5839,Ne I,SS04
400,9311.998,Ca II,R68
30,9313.9726,Ne I,SS04
400,9319.560,Ca II,R68
500,9320.650,Ca II,R68
200,9320.86,Br I,T63
